entidad,formatos,municipio,region
 Guerrero,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Guerrero/702825304775_s.zip,Zitlala,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825304850_s.zip,Acatlán,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825304867_s.zip,Acaxochitlán,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825304874_s.zip,Actopan,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825304881_s.zip,Agua Blanca de Iturbide,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825304898_s.zip,Ajacuba,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825304904_s.zip,Alfajayucan,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825304911_s.zip,Almoloya,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825304928_s.zip,Apan,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825304942_s.zip,Atitalaquia,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825304959_s.zip,Atlapexco,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825304973_s.zip,Atotonilco de Tula,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825304966_s.zip,Atotonilco el Grande,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825304980_s.zip,Calnali,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825304997_s.zip,Cardonal,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305017_s.zip,Chapantongo,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305024_s.zip,Chapulhuacán,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305031_s.zip,Chilcuautla,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305000_s.zip,Cuautepec de Hinojosa,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825304935_s.zip,El Arenal,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305048_s.zip,Eloxochitlán,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305055_s.zip,Emiliano Zapata,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305062_s.zip,Epazoyucan,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305079_s.zip,Madero,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305086_s.zip,Huasca de Ocampo,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305093_s.zip,Huautla,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305109_s.zip,Huazalingo,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305116_s.zip,Huehuetla,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305123_s.zip,Huejutla de Reyes,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305130_s.zip,Huichapan,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305147_s.zip,Ixmiquilpan,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305154_s.zip,Jacala de Ledezma,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305161_s.zip,Jaltocán,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305178_s.zip,Juárez Hidalgo,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305246_s.zip,La Misión,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305185_s.zip,Lolotla,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305192_s.zip,Metepec,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305215_s.zip,Metztitlán,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305352_s.zip,Mineral de la Reforma,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305222_s.zip,Mineral del Chico,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305239_s.zip,Mineral del Monte,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305253_s.zip,Mixquiahuala de Juárez,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305260_s.zip,Molango de Escamilla,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305277_s.zip,Nicolás Flores,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305284_s.zip,Nopala de Villagrán,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305291_s.zip,Omitlán de Juárez,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305321_s.zip,Pachuca de Soto,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305314_s.zip,Pacula,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305338_s.zip,Pisaflores,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305345_s.zip,Progreso de Obregón,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305208_s.zip,San Agustín Metzquititlán,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305369_s.zip,San Agustín Tlaxiaca,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305376_s.zip,San Bartolo Tutotepec,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305307_s.zip,San Felipe Orizatlán,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305383_s.zip,San Salvador,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305390_s.zip,Santiago de Anaya,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305406_s.zip,Santiago Tulantepec de Lugo Guerrero,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305413_s.zip,Singuilucan,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305420_s.zip,Tasquillo,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305437_s.zip,Tecozautla,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305444_s.zip,Tenango de Doria,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305451_s.zip,Tepeapulco,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305468_s.zip,Tepehuacán de Guerrero,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305475_s.zip,Tepeji del Río de Ocampo,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305482_s.zip,Tepetitlán,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305499_s.zip,Tetepango,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305512_s.zip,Tezontepec de Aldama,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305529_s.zip,Tianguistengo,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305536_s.zip,Tizayuca,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305543_s.zip,Tlahuelilpan,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305550_s.zip,Tlahuiltepa,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305567_s.zip,Tlanalapa,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305574_s.zip,Tlanchinol,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305581_s.zip,Tlaxcoapan,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305598_s.zip,Tolcayuca,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305604_s.zip,Tula de Allende,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305611_s.zip,Tulancingo de Bravo,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305505_s.zip,Villa de Tezontepec,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305628_s.zip,Xochiatipan,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305635_s.zip,Xochicoatlán,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305642_s.zip,Yahualica,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305659_s.zip,Zacualtipán de Ángeles,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305666_s.zip,Zapotlán de Juárez,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305673_s.zip,Zempoala,Urbanas
 Hidalgo,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Hidalgo/702825305680_s.zip,Zimapán,Urbanas
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/rural/SHP_2/Jalisco/702825277451_s.zip,Acatic,Rurales
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/rural/SHP_2/Jalisco/702825277468_s.zip,Acatlán de Juárez,Rurales
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/rural/SHP_2/Jalisco/702825277499_s.zip,Amatitán,Rurales
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/rural/SHP_2/Jalisco/702825277505_s.zip,Ameca,Rurales
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/rural/SHP_2/Jalisco/702825277529_s.zip,Arandas,Rurales
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/rural/SHP_2/Jalisco/702825277567_s.zip,Atenguillo,Rurales
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/rural/SHP_2/Jalisco/702825277598_s.zip,Autlán de Navarro,Rurales
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/rural/SHP_2/Jalisco/702825277635_s.zip,Bolaños,Rurales
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/rural/SHP_2/Jalisco/702825277741_s.zip,Chapala,Rurales
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/rural/SHP_2/Jalisco/702825277758_s.zip,Chimaltitán,Rurales
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/rural/SHP_2/Jalisco/702825277697_s.zip,Colotlán,Rurales
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/rural/SHP_2/Jalisco/702825277734_s.zip,Cuquío,Rurales
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/rural/SHP_2/Jalisco/702825277536_s.zip,El Arenal,Rurales
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/rural/SHP_2/Jalisco/702825278144_s.zip,El Salto,Rurales
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/rural/SHP_2/Jalisco/702825277802_s.zip,Etzatlán,Rurales
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/rural/SHP_2/Jalisco/702825277840_s.zip,Hostotipaquillo,Rurales
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/rural/SHP_2/Jalisco/702825277857_s.zip,Huejúcar,Rurales
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/rural/SHP_2/Jalisco/702825277864_s.zip,Huejuquilla el Alto,Rurales
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/rural/SHP_2/Jalisco/702825277888_s.zip,Ixtlahuacán de los Membrillos,Rurales
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/rural/SHP_2/Jalisco/702825277895_s.zip,Ixtlahuacán del Río,Rurales
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/rural/SHP_2/Jalisco/702825277949_s.zip,Jocotepec,Rurales
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/rural/SHP_2/Jalisco/702825277956_s.zip,Juanacatlán,Rurales
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/rural/SHP_2/Jalisco/702825277970_s.zip,Lagos de Moreno,Rurales
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/rural/SHP_2/Jalisco/702825277994_s.zip,Magdalena,Rurales
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/rural/SHP_2/Jalisco/702825278021_s.zip,Mascota,Rurales
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/rural/SHP_2/Jalisco/702825278052_s.zip,Mezquitic,Rurales
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/rural/SHP_2/Jalisco/702825278069_s.zip,Mixtlán,Rurales
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/rural/SHP_2/Jalisco/702825278076_s.zip,Ocotlán,Rurales
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/rural/SHP_2/Jalisco/702825278113_s.zip,Puerto Vallarta,Rurales
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/rural/SHP_2/Jalisco/702825278151_s.zip,San Cristóbal de la Barranca,Rurales
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/rural/SHP_2/Jalisco/702825278243_s.zip,San Sebastián del Oeste,Rurales
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/rural/SHP_2/Jalisco/702825278250_s.zip,Santa María de los Ángeles,Rurales
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/rural/SHP_2/Jalisco/702825278274_s.zip,Tala,Rurales
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/rural/SHP_2/Jalisco/702825278281_s.zip,Talpa de Allende,Rurales
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/rural/SHP_2/Jalisco/702825278373_s.zip,Tepatitlán de Morelos,Rurales
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/rural/SHP_2/Jalisco/702825278380_s.zip,Tequila,Rurales
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/rural/SHP_2/Jalisco/702825278410_s.zip,Tlajomulco de Zúñiga,Rurales
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/rural/SHP_2/Jalisco/702825278427_s.zip,Tlaquepaque,Rurales
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/rural/SHP_2/Jalisco/702825278458_s.zip,Tonalá,Rurales
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/rural/SHP_2/Jalisco/702825278489_s.zip,Totatiche,Rurales
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/rural/SHP_2/Jalisco/702825278588_s.zip,Villa Corona,Rurales
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/rural/SHP_2/Jalisco/702825278649_s.zip,Zapopan,Rurales
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/rural/SHP_2/Jalisco/702825278670_s.zip,Zapotlán del Rey,Rurales
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/rural/SHP_2/Jalisco/702825277673_s.zip,Zapotlán el Grande,Rurales
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/rural/SHP_2/Jalisco/702825278687_s.zip,Zapotlanejo,Rurales
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Jalisco/702825305697_s.zip,Acatic,Urbanas
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Jalisco/702825305703_s.zip,Acatlán de Juárez,Urbanas
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Jalisco/702825305710_s.zip,Ahualulco de Mercado,Urbanas
 Jalisco,http://internet.contenidos.inegi.org.mx/contenidos/Productos/prod_serv/contenidos/espanol/bvinegi/productos/geografia/urbana/SHP_2/Jalisco/702825305727_s.zip,Amacueca,Urbanas
